,GAME_ID,HOMEDESCRIPTION,PCTIMESTRING,PERIOD,PLAYER3_TEAM_ABBREVIATION,HOME_TEAM,AWAY_TEAM,JUMP_BALL_HOME_PLAYER_ID,JUMP_BALL_AWAY_PLAYER_ID,JUMP_BALL_RETRIEVED_PLAYER_ID,JUMP_BALL_RETRIEVED_TEAM_NAME
81298,21700179,Jump Ball Porzingis vs. Cauley-Stein: Tip to Kanter,12:00,1.0,Knicks,Knicks,Kings,204001.0,1626161.0,202683.0,Knicks
81751,21700180,Jump Ball Capela vs. Gasol: Tip to Anderson,12:00,1.0,Rockets,Rockets,Grizzlies,203991.0,201188.0,201583.0,Rockets
82210,21700181,Jump Ball Barnes vs. Love: Tip to Shumpert,12:00,1.0,Cavaliers,Cavaliers,Mavericks,203084.0,201567.0,202697.0,Cavaliers
82703,21700182,Jump Ball Henson vs. Lopez: Tip to Ball,12:00,1.0,Lakers,Lakers,Bucks,203089.0,201572.0,1628366.0,Lakers
83098,21700183,Jump Ball Gasol vs. Lopez: Tip to Mills,12:00,1.0,Spurs,Bulls,Spurs,2200.0,201577.0,201988.0,Spurs
83538,21700184,Jump Ball Pachulia vs. Embiid: Tip to Curry,12:00,1.0,Warriors,Warriors,76ers,2585.0,203954.0,201939.0,Warriors
83975,21700185,Jump Ball Millsap vs. Vucevic: Tip to Gordon,12:00,1.0,Magic,Nuggets,Magic,200794.0,202696.0,203932.0,Magic
84440,21700186,Jump Ball Chandler vs. Towns: Tip to Gibson,12:00,1.0,Timberwolves,Timberwolves,Suns,2199.0,1626157.0,201959.0,Timberwolves
84892,21700187,Jump Ball Favors vs. Mozgov: Tip to Rubio,12:00,1.0,Jazz,Nets,Jazz,202324.0,202389.0,201937.0,Jazz
85369,21700188,Jump Ball Horford vs. Valanciunas: Tip to Ibaka,12:00,1.0,Raptors,Celtics,Raptors,201143.0,202685.0,201586.0,Raptors
85823,21700189,Jump Ball Drummond vs. Whiteside: Tip to Harris,12:00,1.0,Pistons,Pistons,Heat,203083.0,202355.0,202699.0,Pistons
86246,21700190,Jump Ball Turner vs. Capela: Tip to Anderson,12:00,1.0,Rockets,Rockets,Pacers,1626167.0,203991.0,201583.0,Rockets
86672,21700191,Jump Ball Johnson vs. Barnes: Tip to George,12:00,1.0,Thunder,Mavericks,Thunder,1626177.0,203084.0,202331.0,Thunder
87150,21700192,Jump Ball Gortat vs. Cauley-Stein: Tip to Mark Morris,12:00,1.0,Wizards,Kings,Wizards,101162.0,1626161.0,202693.0,Wizards
87590,21700193,Jump Ball Porzingis vs. Love: Tip to Kanter,12:00,1.0,Knicks,Cavaliers,Knicks,204001.0,201567.0,202683.0,Knicks
87991,21700194,Jump Ball Henson vs. Gasol: Tip to Martin,12:00,1.0,Grizzlies,Grizzlies,Bucks,203089.0,201188.0,1626185.0,Grizzlies
88437,21700196,Jump Ball Chandler vs. Lopez: Tip to Ball,12:00,1.0,Lakers,Lakers,Suns,2199.0,201572.0,1628366.0,Lakers
88893,21700197,Jump Ball Favors vs. Towns: Tip to Jerebko,12:00,1.0,Jazz,Timberwolves,Jazz,202324.0,1626157.0,201973.0,Jazz
89349,21700198,Jump Ball Nurkic vs. Millsap: Tip to Swanigan,12:00,1.0,Trail Blazers,Nuggets,Trail Blazers,203994.0,200794.0,1628403.0,Trail Blazers
89773,21700199,Jump Ball Pachulia vs. Vucevic: Tip to Ross,12:00,1.0,Magic,Warriors,Magic,2585.0,202696.0,203082.0,Magic
90211,21700200,Jump Ball Jordan vs. Embiid: Tip to Saric,12:00,1.0,76ers,Clippers,76ers,201599.0,203954.0,203967.0,76ers
90623,21700201,Jump Ball Booker vs. Horford: Tip to Irving,12:00,1.0,Celtics,Nets,Celtics,202344.0,201143.0,202681.0,Celtics
91086,21700202,Jump Ball Capela vs. Valanciunas: Tip to Anderson,12:00,1.0,Rockets,Rockets,Raptors,203991.0,202685.0,201583.0,Rockets
91518,21700203,Jump Ball Barnes vs. Gasol: Tip to Aldridge,12:00,1.0,Spurs,Mavericks,Spurs,203084.0,2200.0,200746.0,Spurs
92020,21700204,Jump Ball Dedmon vs. Cauley-Stein: Tip to Babbitt,12:00,1.0,Hawks,Hawks,Kings,203473.0,1626161.0,202337.0,Hawks
92493,21700205,Jump Ball Whiteside vs. Gortat: Tip to Wall,12:00,1.0,Wizards,Heat,Wizards,202355.0,101162.0,202322.0,Wizards
92943,21700206,Jump Ball Porzingis vs. Favors: Tip to Kanter,12:00,1.0,Knicks,Knicks,Jazz,204001.0,202324.0,202683.0,Knicks
93347,21700207,Jump Ball Howard vs. Love: Tip to Walker,12:00,1.0,Hornets,Hornets,Cavaliers,2730.0,201567.0,202689.0,Hornets
93802,21700208,Jump Ball Gasol vs. Turner: Tip to Green,12:00,1.0,Grizzlies,Pacers,Grizzlies,201188.0,1626167.0,203210.0,Grizzlies
94257,21700209,Jump Ball Henson vs. Drummond: Tip to Harris,12:00,1.0,Pistons,Pistons,Bucks,203089.0,203083.0,202699.0,Pistons
94741,21700210,Jump Ball Towns vs. Gasol: Tip to Gibson,12:00,1.0,Timberwolves,Timberwolves,Spurs,1626157.0,2200.0,201959.0,Timberwolves
95226,21700211,Jump Ball Davis vs. Valanciunas: Tip to Cousins,12:00,1.0,Pelicans,Pelicans,Raptors,203076.0,202685.0,202326.0,Pelicans
95692,21700212,Jump Ball Johnson vs. Lopez: Tip to Markkanen,12:00,1.0,Bulls,Bulls,Thunder,1626177.0,201577.0,1628374.0,Bulls
96122,21700213,Jump Ball Nurkic vs. Vucevic: Tip to Lillard,12:00,1.0,Trail Blazers,Magic,Trail Blazers,203994.0,202696.0,203081.0,Trail Blazers
96633,21700214,Jump Ball Lopez vs. Embiid: Tip to Covington,12:00,1.0,76ers,Lakers,76ers,201572.0,203954.0,203496.0,76ers
97106,21700215,Jump Ball Horford vs. Pachulia: Tip to,12:00,1.0,,Celtics,Warriors,201143.0,2585.0,0.0,
97553,21700216,Jump Ball Monroe vs. Capela: Tip to Chriss,12:00,1.0,Suns,Rockets,Suns,202328.0,203991.0,1627737.0,Suns
98009,21700217,Jump Ball Turner vs. Drummond: Tip to Harris,12:00,1.0,Pistons,Pistons,Pacers,1626167.0,203083.0,202699.0,Pistons
98439,21700218,Jump Ball Gortat vs. Whiteside: Tip to Wall,12:00,1.0,Wizards,Heat,Wizards,101162.0,202355.0,202322.0,Wizards
98896,21700219,Jump Ball Booker vs. Favors: Tip to Carroll,12:00,1.0,Nets,Nets,Jazz,202344.0,202324.0,201960.0,Nets
99325,21700220,Jump Ball Love vs. Jordan: Tip to Griffin,12:00,1.0,Clippers,Cavaliers,Clippers,201567.0,201599.0,201933.0,Clippers
99795,21700221,Jump Ball Valanciunas vs. Porzingis: Tip to Kanter,12:00,1.0,Knicks,Knicks,Raptors,202685.0,204001.0,202683.0,Knicks
100249,21700222,Jump Ball Lopez vs. Howard: Tip to Holiday,12:00,1.0,Bulls,Hornets,Bulls,201577.0,2730.0,203200.0,Bulls
100706,21700223,Jump Ball Gasol vs. Adams: Tip to Green,12:00,1.0,Spurs,Thunder,Spurs,2200.0,203500.0,201980.0,Spurs
101151,21700224,Jump Ball Kleber vs. Towns: Tip to Wiggins,12:00,1.0,Timberwolves,Mavericks,Timberwolves,1628467.0,1626157.0,203952.0,Timberwolves
101582,21700225,Jump Ball Labissiere vs. Nurkic: Tip to Lillard,12:00,1.0,Trail Blazers,Trail Blazers,Kings,1627746.0,203994.0,203081.0,Trail Blazers
102024,21700226,Jump Ball Millsap vs. Davis: Tip to Cunningham,12:00,1.0,Pelicans,Nuggets,Pelicans,200794.0,203076.0,201967.0,Pelicans
102613,21700227,Jump Ball Lopez vs. Monroe: Tip to Kuzma,12:00,1.0,Lakers,Lakers,Suns,201572.0,202328.0,1628398.0,Lakers
103041,21700228,Jump Ball Howard vs. Jordan: Tip to Griffin,12:00,1.0,Clippers,Hornets,Clippers,2730.0,201599.0,201933.0,Clippers
103500,21700229,Jump Ball Vucevic vs. Favors: Tip to Payton,12:00,1.0,Magic,Magic,Jazz,202696.0,202324.0,203901.0,Magic
103907,21700230,Jump Ball Dedmon vs. Horford: Tip to Babbitt,12:00,1.0,Hawks,Hawks,Celtics,203473.0,201143.0,202337.0,Hawks
104357,21700231,Jump Ball Embiid vs. Pachulia: Tip to Covington,12:00,1.0,76ers,Warriors,76ers,203954.0,2585.0,203496.0,76ers
104784,21700232,Jump Ball Gasol vs. Capela: Tip to Green,12:00,1.0,Grizzlies,Rockets,Grizzlies,201188.0,203991.0,203210.0,Grizzlies
105242,21700233,Jump Ball Kleber vs. Henson: Tip to Antetokounmpo,12:00,1.0,Bucks,Mavericks,Bucks,1628467.0,203089.0,203507.0,Bucks
105666,21700234,Jump Ball Nurkic vs. Labissiere: Tip to McCollum,12:00,1.0,Trail Blazers,Trail Blazers,Kings,203994.0,1627746.0,203468.0,Trail Blazers
106163,21700235,Jump Ball Whiteside vs. Turner: Tip to Young,12:00,1.0,Pacers,Pacers,Heat,202355.0,1626167.0,201152.0,Pacers
106605,21700236,Jump Ball Booker vs. Pachulia: Tip to Crabbe,12:00,1.0,Nets,Nets,Warriors,202344.0,2585.0,203459.0,Nets
107081,21700237,Jump Ball Valanciunas vs. Gortat: Tip to Frazier,12:00,1.0,Wizards,Raptors,Wizards,202685.0,101162.0,204025.0,Wizards
107550,21700238,Jump Ball Towns vs. Drummond: Tip to Harris,12:00,1.0,Pistons,Pistons,Timberwolves,1626157.0,203083.0,202699.0,Pistons
107998,21700239,Jump Ball Monroe vs. Lopez: Tip to Markkanen,12:00,1.0,Bulls,Bulls,Suns,202328.0,201577.0,1628374.0,Bulls
108486,21700240,Jump Ball Lopez vs. Millsap: Tip to Ball,12:00,1.0,Lakers,Nuggets,Lakers,201572.0,200794.0,1628366.0,Lakers
108942,21700241,Jump Ball Howard vs. Towns: Tip to Williams,12:00,1.0,Hornets,Hornets,Timberwolves,2730.0,1626157.0,101107.0,Hornets
109458,21700242,Jump Ball Drummond vs. Love: Tip to Harris,12:00,1.0,Pistons,Cavaliers,Pistons,203083.0,201567.0,202699.0,Pistons
109918,21700243,Jump Ball Vucevic vs. Turner: Tip to Young,12:00,1.0,Pacers,Pacers,Magic,202696.0,1626167.0,201152.0,Pacers
110344,21700244,Jump Ball Embiid vs. Favors: Tip to Saric,12:00,1.0,76ers,76ers,Jazz,203954.0,202324.0,203967.0,76ers
110773,21700245,Jump Ball Porzingis vs. Jordan: Tip to Kanter,12:00,1.0,Knicks,Clippers,Knicks,204001.0,201599.0,202683.0,Knicks
111258,21700246,Jump Ball Gasol vs. Nurkic: Tip to Harkless,12:00,1.0,Trail Blazers,Grizzlies,Trail Blazers,201188.0,203994.0,203090.0,Trail Blazers
111727,21700247,Jump Ball Henson vs. Gortat: Tip to Wall,12:00,1.0,Wizards,Bucks,Wizards,203089.0,101162.0,202322.0,Wizards
112176,21700248,Jump Ball Davis vs. Adams: Tip to Anthony,12:00,1.0,Thunder,Pelicans,Thunder,203076.0,203500.0,2546.0,Thunder
112629,21700249,Jump Ball Kleber vs. Horford: Tip to Irving,12:00,1.0,Celtics,Celtics,Mavericks,1628467.0,201143.0,202681.0,Celtics
113066,21700250,Jump Ball Gasol vs. Dedmon: Tip to Mills,12:00,1.0,Spurs,Hawks,Spurs,2200.0,203473.0,201988.0,Spurs
113540,21700251,Jump Ball Labissiere vs. Faried: Tip to Temple,12:00,1.0,Kings,Nuggets,Kings,1627746.0,202702.0,202066.0,Kings
113948,21700252,Jump Ball Lopez vs. Lopez: Tip to Ball,12:00,1.0,Lakers,Bulls,Lakers,201572.0,201577.0,1628366.0,Lakers
114410,21700253,Jump Ball Howard vs. Gortat: Tip to Mark Morris,12:00,1.0,Wizards,Hornets,Wizards,2730.0,101162.0,202693.0,Wizards
114878,21700254,Jump Ball Love vs. Zeller: Tip to Smith,12:00,1.0,Cavaliers,Nets,Cavaliers,201567.0,203092.0,2747.0,Cavaliers
115328,21700255,Jump Ball Embiid vs. Nurkic: Tip to Covington,12:00,1.0,76ers,76ers,Trail Blazers,203954.0,203994.0,203496.0,76ers
115831,21700256,Jump Ball Collins vs. Jordan: Tip to W. Johnson,12:00,1.0,Clippers,Hawks,Clippers,1628381.0,201599.0,202325.0,Clippers
116307,21700257,Jump Ball Whiteside vs. Horford: Tip to Dragic,12:00,1.0,Heat,Celtics,Heat,202355.0,201143.0,201609.0,Heat
116737,21700258,Jump Ball Porzingis vs. Valanciunas: Tip to DeRozan,12:00,1.0,Raptors,Knicks,Raptors,204001.0,202685.0,201942.0,Raptors
117207,21700260,Jump Ball Gasol vs. Kleber: Tip to Green,12:00,1.0,Grizzlies,Mavericks,Grizzlies,201188.0,1628467.0,203210.0,Grizzlies
117636,21700261,Jump Ball Towns vs. Vucevic: Tip to Fournier,12:00,1.0,Magic,Timberwolves,Magic,1626157.0,202696.0,203095.0,Magic
118067,21700262,Jump Ball Davis vs. Gasol: Tip to Anderson,12:00,1.0,Spurs,Pelicans,Spurs,203076.0,2200.0,203937.0,Spurs
118525,21700263,Jump Ball Adams vs. Pachulia: Tip to Westbrook,12:00,1.0,Thunder,Warriors,Thunder,203500.0,2585.0,201566.0,Thunder
119006,21700264,Jump Ball Chandler vs. Maker: Tip to Chriss,12:00,1.0,Suns,Bucks,Suns,2199.0,1627748.0,1627737.0,Suns
119466,21700265,Jump Ball Favors vs. Lopez: Tip to Jerebko,12:00,1.0,Jazz,Bulls,Jazz,202324.0,201577.0,201973.0,Jazz
119931,21700266,Jump Ball Labissiere vs. Lopez: Tip to Randolph,12:00,1.0,Kings,Lakers,Kings,1627746.0,201572.0,2216.0,Kings
120389,21700267,Jump Ball Zeller vs. Nurkic: Tip to Crabbe,12:00,1.0,Nets,Nets,Trail Blazers,203092.0,203994.0,203459.0,Nets
120874,21700268,Jump Ball Dedmon vs. Porzingis: Tip to O'Quinn,12:00,1.0,Knicks,Hawks,Knicks,203473.0,204001.0,203124.0,Knicks
121333,21700269,Jump Ball Horford vs. Vucevic: Tip to Payton,12:00,1.0,Magic,Celtics,Magic,201143.0,202696.0,203901.0,Magic
121776,21700270,Jump Ball Love vs. Howard: Tip to Williams,12:00,1.0,Hornets,Hornets,Cavaliers,201567.0,2730.0,101107.0,Hornets
122207,21700271,Jump Ball Turner vs. Valanciunas: Tip to Lowry,12:00,1.0,Raptors,Pacers,Raptors,1626167.0,202685.0,200768.0,Raptors
122694,21700272,Jump Ball Towns vs. Whiteside: Tip to Gibson,12:00,1.0,Timberwolves,Heat,Timberwolves,1626157.0,202355.0,201959.0,Timberwolves
123128,21700273,Jump Ball Adams vs. Drummond: Tip to Anthony,12:00,1.0,Thunder,Pistons,Thunder,203500.0,203083.0,2546.0,Thunder
123598,21700274,Jump Ball Faried vs. Gasol: Tip to Green,12:00,1.0,Grizzlies,Nuggets,Grizzlies,202702.0,201188.0,203210.0,Grizzlies
124042,21700275,Jump Ball Chandler vs. Davis: Tip to Cousins,12:00,1.0,Pelicans,Pelicans,Suns,2199.0,203076.0,202326.0,Pelicans
124472,21700276,Jump Ball Pachulia vs. Lopez: Tip to Dunn,12:00,1.0,Bulls,Bulls,Warriors,2585.0,201577.0,1627739.0,Bulls
124969,21700277,Jump Ball Howard vs. Gasol: Tip to Walker,12:00,1.0,Hornets,Hornets,Spurs,2730.0,2200.0,202689.0,Hornets
125450,21700278,Jump Ball Embiid vs. Vucevic: Tip to McConnell,12:00,1.0,76ers,Magic,76ers,203954.0,202696.0,204456.0,76ers
126009,21700279,Jump Ball Gortat vs. Nurkic: Tip to Vonleh,12:00,1.0,Trail Blazers,Trail Blazers,Wizards,101162.0,203994.0,203943.0,Trail Blazers
126504,21700280,Jump Ball Dedmon vs. Valanciunas: Tip to Lowry,12:00,1.0,Raptors,Hawks,Raptors,203473.0,202685.0,200768.0,Raptors
127028,21700281,Jump Ball Turner vs. Theis: Tip to Collison,12:00,1.0,Pacers,Celtics,Pacers,1626167.0,1628464.0,201954.0,Pacers
127454,21700282,Jump Ball Capela vs. O'Quinn: Tip to Beasley,12:00,1.0,Knicks,Rockets,Knicks,203991.0,203124.0,201563.0,Knicks
127915,21700283,Jump Ball Kleber vs. Adams: Tip to Barnes,12:00,1.0,Mavericks,Mavericks,Thunder,1628467.0,203500.0,203084.0,Mavericks
128351,21700284,Jump Ball Pachulia vs. Davis: Tip to Cousins,12:00,1.0,Pelicans,Warriors,Pelicans,2585.0,203076.0,202326.0,Pelicans
128802,21700285,Jump Ball Favors vs. Henson: Tip to Antetokounmpo,12:00,1.0,Bucks,Bucks,Jazz,202324.0,203089.0,203507.0,Bucks
129277,21700286,Jump Ball Labissiere vs. Jordan: Tip to Griffin,12:00,1.0,Clippers,Clippers,Kings,1627746.0,201599.0,201933.0,Clippers
129739,21700287,Jump Ball Lopez vs. Whiteside: Tip to,12:00,1.0,,Bulls,Heat,201577.0,202355.0,1610612748.0,
130205,21700288,Jump Ball Towns vs. Monroe: Tip to Gibson,12:00,1.0,Timberwolves,Timberwolves,Suns,1626157.0,202328.0,201959.0,Timberwolves
130701,21700289,Jump Ball Gasol vs. Zeller: Tip to Green,12:00,1.0,Grizzlies,Nets,Grizzlies,201188.0,203092.0,203210.0,Grizzlies
131162,21700290,Jump Ball Turner vs. Vucevic: Tip to Gordon,12:00,1.0,Magic,Pacers,Magic,1626167.0,202696.0,203932.0,Magic
131626,21700291,Jump Ball Embiid vs. Love: Tip to Simmons,12:00,1.0,76ers,Cavaliers,76ers,203954.0,201567.0,1627732.0,76ers
132077,21700292,Jump Ball Horford vs. Drummond: Tip to Jackson,12:00,1.0,Pistons,Celtics,Pistons,201143.0,203083.0,202704.0,Pistons
132587,21700293,Jump Ball Porzingis vs. Nurkic: Tip to Lillard,12:00,1.0,Trail Blazers,Knicks,Trail Blazers,204001.0,203994.0,203081.0,Trail Blazers
133056,21700294,Jump Ball Capela vs. Zeller: Tip to Anderson,12:00,1.0,Rockets,Nets,Rockets,203991.0,203092.0,201583.0,Rockets
133515,21700295,Jump Ball Gasol vs. Kleber: Tip to Parker,12:00,1.0,Spurs,Mavericks,Spurs,2200.0,1628467.0,2225.0,Spurs
133986,21700296,Jump Ball Pachulia vs. Labissiere: Tip to Fox,12:00,1.0,Kings,Warriors,Kings,2585.0,1627746.0,1628368.0,Kings
134486,21700297,Jump Ball Jordan vs. Lopez: Tip to Griffin,12:00,1.0,Clippers,Clippers,Lakers,201599.0,201572.0,201933.0,Clippers
134954,21700298,Jump Ball Love vs. Whiteside: Tip to Winslow,12:00,1.0,Heat,Cavaliers,Heat,201567.0,202355.0,1626159.0,Heat
135416,21700299,Jump Ball Lopez vs. Chandler: Tip to Bender,12:00,1.0,Suns,Bulls,Suns,201577.0,2199.0,1627733.0,Suns
135848,21700300,Jump Ball Towns vs. Gortat: Tip to Wiggins,12:00,1.0,Timberwolves,Timberwolves,Wizards,1626157.0,101162.0,203952.0,Timberwolves
136301,21700303,Jump Ball Drummond vs. Monroe: Tip to Harris,12:00,1.0,Pistons,Pistons,Suns,203083.0,202328.0,202699.0,Pistons
136832,21700304,Jump Ball Vucevic vs. Adams: Tip to Gordon,12:00,1.0,Magic,Thunder,Magic,202696.0,203500.0,203932.0,Magic
137272,21700305,Jump Ball Embiid vs. Gortat: Tip to Mark Morris,12:00,1.0,Wizards,76ers,Wizards,203954.0,101162.0,202693.0,Wizards
137728,21700306,Jump Ball Porzingis vs. Adebayo: Tip to Kanter,12:00,1.0,Knicks,Heat,Knicks,204001.0,1628389.0,202683.0,Knicks
138174,21700307,Jump Ball Valanciunas vs. Howard: Tip to Ibaka,12:00,1.0,Raptors,Hornets,Raptors,202685.0,2730.0,201586.0,Raptors
138586,21700308,Jump Ball Capela vs. Turner: Tip to Anderson,12:00,1.0,Rockets,Rockets,Pacers,203991.0,1626167.0,201583.0,Rockets
139023,21700309,Jump Ball Davis vs. Towns: Tip to Cousins,12:00,1.0,Pelicans,Timberwolves,Pelicans,203076.0,1626157.0,202326.0,Pelicans
139512,21700310,Jump Ball Kleber vs. Zeller: Tip to,12:00,1.0,,Nets,Mavericks,1628467.0,203092.0,0.0,
139998,21700311,Jump Ball Gasol vs. Gasol: Tip to McLemore,12:00,1.0,Grizzlies,Grizzlies,Spurs,2200.0,201188.0,203463.0,Grizzlies
140453,21700312,Jump Ball Lopez vs. Pachulia: Tip to Green,12:00,1.0,Warriors,Warriors,Lakers,201572.0,2585.0,203110.0,Warriors
140871,21700313,Jump Ball Collins vs. Love: Tip to Babbitt,12:00,1.0,Hawks,Hawks,Cavaliers,1628381.0,201567.0,202337.0,Hawks
141382,21700315,Jump Ball Jokic vs. Lopez: Tip to Markkanen,12:00,1.0,Bulls,Bulls,Nuggets,203999.0,201577.0,1628374.0,Bulls
141833,21700316,Jump Ball Nurkic vs. Henson: Tip to Antetokounmpo,12:00,1.0,Bucks,Bucks,Trail Blazers,203994.0,203089.0,203507.0,Bucks
142275,21700317,Jump Ball Jordan vs. Favors: Tip to W. Johnson,12:00,1.0,Clippers,Clippers,Jazz,201599.0,202324.0,202325.0,Clippers
142773,21700318,Jump Ball Vucevic vs. Pachulia: Tip to Green,12:00,1.0,Warriors,Warriors,Magic,202696.0,2585.0,203110.0,Warriors
143193,21700319,Jump Ball Valanciunas vs. Turner: Tip to Young,12:00,1.0,Pacers,Pacers,Raptors,202685.0,1626167.0,201152.0,Pacers
143644,21700320,Jump Ball Gortat vs. Drummond: Tip to Jackson,12:00,1.0,Pistons,Pistons,Wizards,101162.0,203083.0,202704.0,Pistons
144154,21700321,Jump Ball Adebayo vs. Howard: Tip to Carter-Williams,12:00,1.0,Hornets,Hornets,Heat,1628389.0,2730.0,203487.0,Hornets
144638,21700322,Jump Ball Lopez vs. Labissiere: Tip to Fox,12:00,1.0,Kings,Bulls,Kings,201577.0,1627746.0,1628368.0,Kings
145101,21700323,Jump Ball Gasol vs. Gasol: Tip to Anderson,12:00,1.0,Spurs,Grizzlies,Spurs,201188.0,2200.0,203937.0,Spurs
145547,21700324,Jump Ball Adams vs. Towns: Tip to Anthony,12:00,1.0,Thunder,Timberwolves,Thunder,203500.0,1626157.0,2546.0,Thunder
145987,21700325,Jump Ball Favors vs. Davis: Tip to Cousins,12:00,1.0,Pelicans,Pelicans,Jazz,202324.0,203076.0,202326.0,Pelicans
146473,21700326,Jump Ball Horford vs. Chandler: Tip to Irving,12:00,1.0,Celtics,Celtics,Suns,201143.0,2199.0,202681.0,Celtics
146948,21700327,Jump Ball Kleber vs. Jordan: Tip to Harrell,12:00,1.0,Clippers,Mavericks,Clippers,1628467.0,201599.0,1626149.0,Clippers
147425,21700328,Jump Ball Zeller vs. Plumlee: Tip to Schroder,12:00,1.0,Hawks,Hawks,Nets,203092.0,203101.0,203471.0,Hawks
147913,21700329,Jump Ball Love vs. Gasol: Tip to Evans,12:00,1.0,Grizzlies,Cavaliers,Grizzlies,201567.0,201188.0,201936.0,Grizzlies
148380,21700330,Jump Ball Embiid vs. Drummond: Tip to Saric,12:00,1.0,76ers,Pistons,76ers,203954.0,203083.0,203967.0,76ers
148841,21700331,Jump Ball Henson vs. Koufos: Tip to Fox,12:00,1.0,Kings,Bucks,Kings,203089.0,201585.0,1628368.0,Kings
149291,21700332,Jump Ball Plumlee vs. Lopez: Tip to Ball,12:00,1.0,Lakers,Nuggets,Lakers,203486.0,201572.0,1628366.0,Lakers
149742,21700333,Jump Ball Nurkic vs. Cousins: Tip to Lillard,12:00,1.0,Trail Blazers,Pelicans,Trail Blazers,203994.0,202326.0,203081.0,Trail Blazers
150198,21700334,Jump Ball Kanter vs. Vucevic: Tip to Payton,12:00,1.0,Magic,Knicks,Magic,202683.0,202696.0,203901.0,Magic
150682,21700335,Jump Ball Adebayo vs. Pachulia: Tip to Winslow,12:00,1.0,Heat,Warriors,Heat,1628389.0,2585.0,1626159.0,Heat
151175,21700336,Jump Ball Towns vs. Jordan: Tip to Rivers,12:00,1.0,Clippers,Clippers,Timberwolves,1626157.0,201599.0,203085.0,Clippers
151634,21700337,Jump Ball Adams vs. Gasol: Tip to Paul,12:00,1.0,Spurs,Thunder,Spurs,203500.0,2200.0,203464.0,Spurs
152083,21700338,Jump Ball Lopez vs. Capela: Tip to Ariza,12:00,1.0,Rockets,Rockets,Lakers,201572.0,203991.0,2772.0,Rockets
152566,21700339,Jump Ball Howard vs. Vucevic: Tip to Williams,12:00,1.0,Hornets,Hornets,Magic,2730.0,202696.0,101107.0,Hornets
152980,21700340,Jump Ball Turner vs. Kanter: Tip to Beasley,12:00,1.0,Knicks,Pacers,Knicks,1626167.0,202683.0,201563.0,Knicks
153464,21700341,Jump Ball Embiid vs. Chandler: Tip to Chriss,12:00,1.0,Suns,76ers,Suns,203954.0,2199.0,1627737.0,Suns
153951,21700342,Jump Ball Plumlee vs. Zeller: Tip to Ilyasova,12:00,1.0,Hawks,Hawks,Nets,203101.0,203092.0,101141.0,Hawks
154459,21700343,Jump Ball Horford vs. Henson: Tip to Irving,12:00,1.0,Celtics,Celtics,Bucks,201143.0,203089.0,202681.0,Celtics
154940,21700344,Jump Ball Lopez vs. Love: Tip to Markkanen,12:00,1.0,Bulls,Bulls,Cavaliers,201577.0,201567.0,1628374.0,Bulls
155403,21700345,Jump Ball Gasol vs. Towns: Tip to McLemore,12:00,1.0,Grizzlies,Grizzlies,Timberwolves,201188.0,1626157.0,203463.0,Grizzlies
155871,21700346,Jump Ball Cousins vs. McGee: Tip to Cunningham,12:00,1.0,Pelicans,Warriors,Pelicans,202326.0,201580.0,201967.0,Pelicans
156363,21700347,Jump Ball Kleber vs. Plumlee: Tip to Matthews,12:00,1.0,Mavericks,Mavericks,Nuggets,1628467.0,203486.0,202083.0,Mavericks
156796,21700348,Jump Ball Gasol vs. Drummond: Tip to Parker,12:00,1.0,Spurs,Pistons,Spurs,2200.0,203083.0,2225.0,Spurs
157270,21700349,Jump Ball Gobert vs. Gortat: Tip to Frazier,12:00,1.0,Wizards,Jazz,Wizards,203497.0,101162.0,204025.0,Wizards
157740,21700350,Jump Ball Valanciunas vs. Monroe: Tip to DeRozan,12:00,1.0,Raptors,Suns,Raptors,202685.0,202328.0,201942.0,Raptors
158207,21700351,Jump Ball Adams vs. Gobert: Tip to George,12:00,1.0,Thunder,Thunder,Jazz,203500.0,203497.0,202331.0,Thunder
158639,21700352,Jump Ball Nurkic vs. Gortat: Tip to Frazier,12:00,1.0,Wizards,Trail Blazers,Wizards,203994.0,101162.0,204025.0,Wizards
159077,21700353,Jump Ball Love vs. Sampson: Tip to Randolph,12:00,1.0,Kings,Cavaliers,Kings,201567.0,203960.0,2216.0,Kings
159491,21700354,Jump Ball Turner vs. Lopez: Tip to Markkanen,12:00,1.0,Bulls,Bulls,Pacers,1626167.0,201577.0,1628374.0,Bulls
159949,21700355,Jump Ball Vucevic vs. Plumlee: Tip to Payton,12:00,1.0,Magic,Hawks,Magic,202696.0,203101.0,203901.0,Magic
160369,21700356,Jump Ball Horford vs. Kleber: Tip to Matthews,12:00,1.0,Mavericks,Celtics,Mavericks,201143.0,1628467.0,202083.0,Mavericks
160792,21700357,Jump Ball Porzingis vs. Gasol: Tip to McLemore,12:00,1.0,Grizzlies,Grizzlies,Knicks,204001.0,201188.0,203463.0,Grizzlies
